,id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
37747,12809,0.0,2012-10-12,Wwf,0,WWF,32.72351763,-5.7681114,Kwa Aron Almasi,0,Lake Tanganyika,Makazi,Tabora,14,5,Sikonge,Ipole,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa Ipole,False,0,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
35263,21966,0.0,2012-10-12,Rural Water Supply And Sanitat,0,DWE,31.80974457,-3.41779986,Mkombozi,0,Lake Tanganyika,Msagala,Shinyanga,17,5,Bukombe,Ushirombo,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
44338,40250,0.0,2012-10-12,Quick Win Project,0,District Council,32.52051253,-4.84156588,Bakari Muhaya,0,Lake Tanganyika,Kilungu,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
5949,67906,0.0,2012-10-12,World Vision,0,World vision,33.8629091,-3.34350769,Raha Maji,0,Internal,Nhiligi,Shinyanga,17,2,Maswa,Busilili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
41094,41942,0.0,2012-10-12,Adb,0,DWE,33.76976732,-3.90612477,Kwa Ngoboko,0,Internal,Gobina,Shinyanga,17,8,Kishapu,Ngofila,0,True,GeoData Consultants Ltd,WUG,,False,0,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
33849,1311,0.0,2012-10-12,Rwssp,0,WEDECO,34.18504744,-3.03338154,Sanjo,0,Lake Victoria,Nangare,Shinyanga,17,6,Meatu,Kisesa,0,True,GeoData Consultants Ltd,WUG,None,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
46808,47535,0.0,2012-10-12,Rural Water Supply And Sanitat,0,DWE,31.83908706,-3.37378774,Igunabaluhi,0,Lake Tanganyika,Imalavipina,Shinyanga,17,5,Bukombe,Ushirombo,0,True,GeoData Consultants Ltd,WUG,,True,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
3364,33788,0.0,2012-10-12,Dwsp,0,DWSP,33.0580079,-3.75690148,Songambele,0,Lake Victoria,Ndagwa,Shinyanga,17,3,Shinyanga Rural,Ilola,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
6837,16295,0.0,2012-10-12,World Bank,0,World Bank,33.15357866,-3.71247988,Kwa Jihamba,0,Lake Victoria,Gungui,Shinyanga,17,3,Shinyanga Rural,Usule,0,True,GeoData Consultants Ltd,VWC,Kaselya,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
39815,30536,0.0,2012-10-12,Rwssp,0,DWE,32.37318578,-4.06328226,Ikanyabalambu,0,Lake Tanganyika,Kabila A,Shinyanga,17,3,Kahama,Kisuke,0,,GeoData Consultants Ltd,,,True,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,enough,enough,shallow well,shallow well,groundwater,other,other,functional
10455,8960,0.0,2012-10-12,Dwsp,0,DWSP,32.97559626,-3.730475100000001,Evergreen,0,Internal,Sengerema,Shinyanga,17,3,Shinyanga Rural,Ilola,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
5014,67597,0.0,2012-10-12,Rwssp,0,DWE,32.35119175,-4.0658685,Ishololo,0,Lake Tanganyika,Ngokolo Center,Shinyanga,17,3,Kahama,Kisuke,0,,GeoData Consultants Ltd,,,True,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,enough,enough,shallow well,shallow well,groundwater,other,other,functional
13357,23450,0.0,2012-10-12,Rwssp,0,EFAM,33.40718491,-4.16593748,Roadside,0,Internal,Bulumbela,Tabora,14,2,Igunga,Ziba,0,True,GeoData Consultants Ltd,Water authority,RWSSP,True,0,other,other,other,vwc,user-group,unknown,unknown,salty,salty,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
39852,431,0.0,2012-10-12,World Bank,0,PET,33.40248888,-4.23850582,Msikitini,0,Internal,Igumila,Tabora,14,2,Igunga,Ziba,0,True,GeoData Consultants Ltd,Water authority,World Bank,True,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
46852,71198,0.0,2012-10-12,Rwssp,0,RWSSP,33.06820731,-3.803102200000001,Kilimanjaro,0,Lake Victoria,Buswalila,Shinyanga,17,3,Shinyanga Rural,Didia,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
36843,29431,0.0,2012-10-12,World Bank,0,World Bank,33.14881908,-3.7088471,Kwa Kajala Kaseko,0,Lake Victoria,Manai,Shinyanga,17,3,Shinyanga Rural,Usule,0,True,GeoData Consultants Ltd,VWC,Kaselya,True,0,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
32706,15123,0.0,2012-10-12,Rwssp,0,DWE,32.332122600000005,-4.1038904,Kwa Lenard Kamina,0,Lake Tanganyika,Bukomera Kaskazini,Shinyanga,17,3,Kahama,Kisuke,0,,GeoData Consultants Ltd,,,True,0,other,other,other,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
32182,48175,0.0,2012-10-12,World Bank,0,World Bank,33.1597271,-3.71293371,Kwa Shabani Maige,0,Lake Victoria,Kasanga,Shinyanga,17,3,Shinyanga Rural,Usule,0,True,GeoData Consultants Ltd,VWC,Kaselya,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
17331,47997,0.0,2012-10-12,Danida,0,DANIDA,33.37305809,-4.11665531,Zahanati,0,Internal,Madukani,Tabora,14,2,Igunga,Choma,0,True,GeoData Consultants Ltd,Other,,False,0,nira/tanira,nira/tanira,handpump,other,other,unknown,unknown,salty,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
9870,69544,0.0,2012-10-12,Government Of Tanzania,0,Government,33.1321127,-3.74928942,Kwa Mrisho,0,Lake Victoria,Kitunda,Shinyanga,17,3,Shinyanga Rural,Imesela,0,False,GeoData Consultants Ltd,VWC,Tangini,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
33073,33557,0.0,2012-10-12,Halmashauri Ya Wilaya Sikonge,0,Halmashauri ya wilaya sikonge,32.71925127,-5.76630647,Kwa Augustino Magunga,0,Lake Tanganyika,Makazi,Tabora,14,5,Sikonge,Ipole,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa Ipole,True,0,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
4402,48429,0.0,2012-10-12,Quick Win Project /council,0,Quick win project,32.51769908,-4.80177434,Kahindule,0,Lake Tanganyika,Kasega,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
44930,59419,0.0,2012-10-12,Halmashauri Ya Wilaya Sikonge,0,Halmashauri ya wilaya sikonge,32.771484,-5.9367214000000015,Shule Ya Msingi Ya Ngoywa,0,Lake Tanganyika,Idekamiso,Tabora,14,5,Sikonge,Ipole,0,False,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,unknown,unknown,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
58702,25330,0.0,2012-10-12,Rwssp,0,RWSSP,33.0664107,-3.80282224,Mkapa,0,Lake Victoria,Buswalila,Shinyanga,17,3,Shinyanga Rural,Didia,0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
40171,6334,0.0,2012-10-12,Tassaf,0,TASSAF,33.68285256,-3.06296293,Dispensary,0,Lake Victoria,Kashishi,Shinyanga,17,2,Maswa,Kadoto,0,True,GeoData Consultants Ltd,WUG,,False,0,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
35461,10198,0.0,2012-10-12,,0,,33.35421553,-4.02097143,Kwa Mgeladiga,0,Internal,Uswahilini,Tabora,14,2,Igunga,Choma,0,True,GeoData Consultants Ltd,Water authority,,False,0,mono,mono,motorpump,vwc,user-group,other,other,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
30422,64216,0.0,2012-10-12,Tcrs,0,TCRS,33.72850899,-3.80219556,Shule,0,Internal,Itunduru,Shinyanga,17,8,Kishapu,Kiloleli,0,False,GeoData Consultants Ltd,Parastatal,,False,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,other,other,non functional
11770,73858,0.0,2012-10-12,Rural Water Supply And Sanitat,0,DWE,31.81031032,-3.39077927,Mama Huruma,0,Lake Tanganyika,Songambele,Shinyanga,17,5,Bukombe,Ushirombo,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
34668,30231,0.0,2012-10-12,World Vision,0,World vision,33.87579194,-3.32650728,Kilimo Bora,0,Internal,Mlimani A,Shinyanga,17,2,Maswa,Busilili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
43071,37978,0.0,2012-10-12,Jica,0,JICA,33.09869906,-3.74872028,Nyika Shuleni,0,Lake Victoria,Inyaja,Shinyanga,17,3,Shinyanga Rural,Imesela,0,False,GeoData Consultants Ltd,Parastatal,,True,0,other,other,other,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
13628,62266,0.0,2012-10-12,Rwssp,0,RWSSP,33.06838896,-3.8066931,Serengeti,0,Internal,Busubi,Shinyanga,17,3,Shinyanga Rural,Didia,0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,other,other,unknown,other,other,non functional
42038,59546,0.0,2012-10-12,Dwe,0,DWE,33.21901324,-4.02638139,Kwa Mama Pendo,0,Internal,Mwaluzilo,Tabora,14,1,Nzega,Lusu,0,True,GeoData Consultants Ltd,VWC,,True,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
59000,35905,0.0,2012-10-12,Tasaf,0,TASAF,33.08176397,-3.76951956,Kwa Shimba Balimi,0,Lake Victoria,Mwanubila,Shinyanga,17,3,Shinyanga Rural,Imesela,0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non functional
6892,61766,0.0,2012-10-12,World Bank,0,WEDECO,33.39682644,-4.261128,Mwananderege,0,Internal,Luguru Ng'Ombe,Tabora,14,2,Igunga,Ziba,0,True,GeoData Consultants Ltd,Water authority,World Bank,True,0,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair
59010,70558,0.0,2012-10-12,Rural Water Supply And Sanitat,0,DWE,31.84216718,-3.39353404,Segwe,0,Lake Tanganyika,Segwe,Shinyanga,17,5,Bukombe,Ushirombo,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
17055,57309,0.0,2012-10-12,Adb,0,DWE,33.69223343,-3.83894573,Shule,0,Internal,Migunga,Shinyanga,17,8,Kishapu,Kiloleli,0,True,GeoData Consultants Ltd,Parastatal,,False,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,other,other,functional
6438,7375,0.0,2012-10-12,Rwssp,0,RWSSP,33.04233051,-3.7391934,Mtendeni,0,Lake Victoria,Igenge,Shinyanga,17,3,Shinyanga Rural,Ilola,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
12215,42392,0.0,2012-10-12,Rwssp,0,WEDECO,34.17997816,-3.02972065,Mtakuja,0,Lake Victoria,Nangare,Shinyanga,17,6,Meatu,Kisesa,0,True,GeoData Consultants Ltd,WUG,None,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
58691,67819,0.0,2012-10-12,World Bank,0,World Bank,33.14260524,-3.69944156,Kwa Nyamizi Maswa,0,Lake Victoria,Itonja Moto,Shinyanga,17,3,Shinyanga Rural,Usule,0,True,GeoData Consultants Ltd,VWC,Kaselya,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
50181,32795,0.0,2012-10-12,Rwssp,0,RWSSP,33.06824122,-3.80238688,Serengeti A,0,Lake Victoria,Buswalila,Shinyanga,17,3,Shinyanga Rural,Didia,0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
31050,59030,0.0,2012-10-12,Tltc,0,TLTC,32.50470131,-4.78598679,Ramadhan Malale,0,Lake Tanganyika,Mwamlungu,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
19326,56366,0.0,2012-10-12,Quick Win Project /council,0,Quick win project /Council,32.5356679,-4.83109983,Rajabu Mhaya,0,Lake Tanganyika,Kilungu Center,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
14886,12532,0.0,2012-10-12,Quick Win Project,0,District Council,32.51452289,-4.82900704,Salum Kanyala,0,Lake Tanganyika,Kilungu,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
36336,52843,0.0,2012-10-12,Halmashauri,0,Halmashauri/Quick win project,32.6187325,-4.8337873,Suedi,0,Lake Tanganyika,Mwakashindye,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
56010,45764,0.0,2012-10-12,Halmashauri Ya Wilaya Sikonge,0,Halmashauri ya wilaya sikonge,32.72361543,-5.76366625,Kwa Msabaha,0,Lake Tanganyika,Makazi,Tabora,14,5,Sikonge,Ipole,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa Ipole,True,0,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
42225,14504,0.0,2012-10-12,Rural Water Supply And Sanitat,0,DWE,31.79401118,-3.39292203,Shule Ya Msingi Kazibizo,0,Lake Tanganyika,Kazibizo Centre,Shinyanga,17,5,Bukombe,Ushirombo,0,True,GeoData Consultants Ltd,Parastatal,,True,0,nira/tanira,nira/tanira,handpump,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
30913,5336,0.0,2012-10-12,Rwssp,0,DWE,32.32671329,-4.11270985,Tumaini,0,Lake Tanganyika,Mikobe,Shinyanga,17,3,Kahama,Kisuke,0,,GeoData Consultants Ltd,,,True,0,other,other,other,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
20313,59853,0.0,2012-10-12,Dwsp,0,DWSP,32.97546054,-3.7322485,Igunane,0,Internal,Nkola,Shinyanga,17,3,Shinyanga Rural,Ilola,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
44587,45496,0.0,2012-10-12,Dwe,0,DWE,33.21815689,-4.02334312,Gati La Hospitali,0,Internal,Mwaluzilo,Tabora,14,1,Nzega,Lusu,0,True,GeoData Consultants Ltd,VWC,,True,0,submersible,submersible,submersible,unknown,unknown,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
19802,483,0.0,2012-10-12,Rwssp,0,District Council,32.52409552,-4.83818941,Juma Salehe,0,Lake Tanganyika,Kilungu,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,other,other,unknown,unknown,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
1001,11570,0.0,2012-10-12,Resolute Mining,0,Consulting Engineer,33.21009759,-4.04968477,Igabanilo,0,Internal,Mwatandai,Tabora,14,1,Nzega,Lusu,0,False,GeoData Consultants Ltd,VWC,,False,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
4381,73670,0.0,2012-10-12,Undp,0,BESADA,33.62283412,-3.86191655,Shule,0,Internal,Bushosha,Shinyanga,17,8,Kishapu,Kiloleli,0,False,GeoData Consultants Ltd,Parastatal,,False,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
40080,28009,0.0,2012-10-12,Rwssp,0,DWE,33.69375159,-3.62382196,Kabeho,0,Internal,Ihiyu,Shinyanga,17,8,Kishapu,Uchunga,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
42157,25527,0.0,2012-10-12,Rural Water Supply And Sanitat,0,DWE,31.80605726,-3.34236793,Kambarage,0,Lake Tanganyika,N'Ganzo,Shinyanga,17,5,Bukombe,Ushirombo,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
34624,17423,0.0,2012-10-12,World Bank,0,World Bank,33.12228278,-3.68582617,Kwa Sengeka,0,Lake Victoria,Iyogelo,Shinyanga,17,3,Shinyanga Rural,Usule,0,True,GeoData Consultants Ltd,VWC,Kaselya,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
39006,62504,0.0,2012-10-12,Halmashauri,0,Halmashauri,32.56658363,-4.85282984,Shabani Hamisi,0,Lake Tanganyika,Usumau,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
14957,35820,0.0,2012-10-12,World Bank,0,World Bank,33.15833255,-3.71726895,Kwa Jihamba,0,Lake Victoria,Kasanga,Shinyanga,17,3,Shinyanga Rural,Usule,0,True,GeoData Consultants Ltd,VWC,Kaselya,True,0,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
37324,48433,0.0,2012-10-12,Efg,0,EFG,33.41225456,-4.1627391000000005,Shuleni,0,Internal,Rungwa,Tabora,14,2,Igunga,Ziba,0,True,GeoData Consultants Ltd,Other,,False,0,other,other,other,other,other,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe multiple,communal standpipe,functional needs repair
42990,13715,0.0,2012-10-12,World Bank,0,PET,33.39902758,-4.24989659,Luguru Ng'Ombe,0,Internal,Luguru Ng'Ombe,Tabora,14,2,Igunga,Ziba,0,True,GeoData Consultants Ltd,Water authority,World Bank,True,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
37555,46137,0.0,2012-10-12,Resolute Mining,0,Consulting Engineer,33.19777589,-4.05446463,Polisi,0,Internal,Isanga,Tabora,14,1,Nzega,Lusu,0,False,GeoData Consultants Ltd,VWC,,False,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
