,id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
42453,28555,50.0,2011-03-18,Private Individual,-20,Pr,38.89411407,-6.44956609,Mtengwa,0,Wami / Ruvu,Maji Coast,Pwani,6,1,Bagamoyo,Magomeni,20,True,GeoData Consultants Ltd,Private operator,,True,2011,india mark ii,india mark ii,handpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
48635,54219,0.0,2011-03-18,Rc,2098,RC,34.57228209,-9.30941072,Maurice Mgaye,0,Rufiji,Nyalule,Iringa,11,4,Njombe,Igosi,50,True,GeoData Consultants Ltd,VWC,Samaria,True,2006,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
40288,29989,0.0,2011-03-18,Government Of Tanzania,1170,DWE,38.42459442,-4.6230008,Mlongwema Secondary School,0,Pangani,Magunga,Tanga,4,1,Lushoto,Mlola,1,True,GeoData Consultants Ltd,VWC,Muyombo forest,True,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
28562,71686,0.0,2011-03-18,Rc,2052,RC,34.59046675,-9.29841006,Charles Mtewele,0,Rufiji,Uvangwa,Iringa,11,4,Njombe,Igosi,25,True,GeoData Consultants Ltd,VWC,Samaria,True,2006,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
13882,17214,0.0,2011-03-18,Government Of Tanzania,1109,RWE,38.37886826,-5.01169573,Kwe Mchungwa,0,Pangani,Mangika,Tanga,4,2,Korogwe,Bungu,300,True,GeoData Consultants Ltd,VWC,Gale water supply,False,1975,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
8279,46168,0.0,2011-03-18,Water,0,Commu,36.63648022,-6.02008359,Kwa Samboga,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Njoge,0,True,GeoData Consultants Ltd,VWC,Many,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
11612,72644,0.0,2011-03-18,Government Of Tanzania,1307,DWE,38.40845375,-4.6283719,Kwa Mzee Salim Amza,0,Pangani,Muheza,Tanga,4,1,Lushoto,Mlola,1,True,GeoData Consultants Ltd,VWC,Muyombo forest,True,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
36049,46926,0.0,2011-03-18,Government Of Tanzania,153,DWE,38.70490131,-4.98059959,Zahanati,0,Pangani,Kambai,Tanga,4,3,Muheza,Zirai,150,True,GeoData Consultants Ltd,VWC,Kwezitu mountains sp,False,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
58130,73645,300.0,2011-03-18,St,750,St,36.75307301,-7.2862551999999985,Ofsi Ya Kijiji,0,Rufiji,Miembeni,Morogoro,5,1,Kilosa,Kisanga,150,True,GeoData Consultants Ltd,VWC,Ki,True,2002,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
49159,72939,0.0,2011-03-18,Islamic Found,-24,Is,38.89110208,-6.45308696,Zahoro,0,Wami / Ruvu,Maji Coast,Pwani,6,1,Bagamoyo,Magomeni,200,True,GeoData Consultants Ltd,Private operator,,False,2008,india mark ii,india mark ii,handpump,private operator,commercial,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
36050,52731,200.0,2011-03-18,Swiss If,221,Swiss If,36.68572092,-8.14535124,Kwamkesa,0,Rufiji,Mkuya,Morogoro,5,3,Kilombero,Ifakara,250,True,GeoData Consultants Ltd,,,True,2007,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,coloured,colored,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
13834,20199,0.0,2011-03-18,Bsf,0,Gove,35.69552087,-5.86131556,Zahana,0,Internal,Mlema,Dodoma,1,6,Bahi,Msisi,0,True,GeoData Consultants Ltd,VWC,Kisi,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
58414,9053,0.0,2011-03-18,Government Of Tanzania,1223,DWE,38.48932817,-4.6403232,Kwa Mzee Sefu Juma,0,Pangani,Kwaulasi,Tanga,4,1,Lushoto,Ngwelo,1,True,GeoData Consultants Ltd,VWC,,True,1990,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
2625,40444,0.0,2011-03-18,World Bank,0,Gover,36.38866602,-6.79117462,Kwagapiti,0,Wami / Ruvu,Italula,Dodoma,1,1,Mpwapwa,Luhundwa,0,True,GeoData Consultants Ltd,VWC,Ikuy,True,0,gravity,gravity,gravity,vwc,user-group,other,other,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
42668,758,2400.0,2011-03-18,Danida,1620,DWE,34.93839547,-8.69664342,none,0,Rufiji,M,Iringa,11,2,Mufindi,Itandula,0,True,GeoData Consultants Ltd,VWC,Nzi,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
11360,24783,0.0,2011-03-18,Unicef,1287,DWE,34.78395268,-8.68806031,Idenyimembe Primary Schoo,0,Rufiji,Ide Kati,Iringa,11,4,Njombe,Saja,250,True,GeoData Consultants Ltd,VWC,Wangingombe gravity Scheme,False,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
42999,363,0.0,2011-03-18,Rc,2083,RC,34.56962598,-9.29638289,Miliki Lunyungu,0,Rufiji,Igongwr,Iringa,11,4,Njombe,Igosi,25,True,GeoData Consultants Ltd,VWC,Idunda,True,2006,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
57452,43687,1000.0,2011-03-18,Government Of Tanzania,2090,Commu,33.95499732,-8.96644606,none,0,Rufiji,Kuvaha,Iringa,11,3,Makete,Matamba,0,False,GeoData Consultants Ltd,VWC,Matamb,False,1974,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
14981,1089,0.0,2011-03-18,Unicef,1252,DWE,34.75977147,-8.70314891,Kwa Erasto Kizinga,0,Rufiji,Ilole,Iringa,11,4,Njombe,Saja,120,True,GeoData Consultants Ltd,VWC,Wanging'ombe gravity Scheme,False,1980,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
43008,34890,20.0,2011-03-18,Missi,691,Missi,35.89521765,-7.13804668,none,0,Rufiji,Mbweleli,Iringa,11,1,Iringa Rural,Izazi,1,False,GeoData Consultants Ltd,,,True,2006,swn 80,swn 80,handpump,unknown,unknown,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
39358,51035,0.0,2011-03-18,Village Water Commission,0,VILLAGE WATER COMMISSION,39.25276756,-7.52676243,Msikitini,0,Rufiji,Kengeni,Pwani,6,4,Mkuranga,Magawa,400,True,GeoData Consultants Ltd,VWC,Kifumangao Water supply,False,2009,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
27186,17437,0.0,2011-03-18,Ir,578,Ir,36.92443005,-7.21946956,Kwa Kurangwa,0,Wami / Ruvu,Kitunduwete,Morogoro,5,1,Kilosa,Ulaya,110,True,GeoData Consultants Ltd,VWC,,True,1982,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
39329,40785,0.0,2011-03-18,Government Of Tanzania,946,DWE,38.61946341,-5.1141372,Kwashekh Msanga,0,Pangani,Shebomeza,Tanga,4,3,Muheza,Kisiwani,50,True,GeoData Consultants Ltd,VWC,Sangalawe mountains,False,2005,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
39318,9486,0.0,2011-03-18,Government Of Tanzania,1218,DWE,38.47981645,-4.6370795,Kwa Mzee Karim Mwijuma,0,Pangani,Kibaoni,Tanga,4,1,Lushoto,Ngwelo,1,True,GeoData Consultants Ltd,VWC,,True,2010,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
8241,35587,2400.0,2011-03-18,Danida,1742,DWE,35.00161334,-8.55628878,none,0,Rufiji,M,Iringa,11,2,Mufindi,Mbalamaziwa,0,True,GeoData Consultants Ltd,VWC,Nzi,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
989,11961,0.0,2011-03-18,Water,0,Commu,36.68994849,-5.9501675,Zahanati,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Njoge,0,True,GeoData Consultants Ltd,VWC,Njog,False,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
15093,34815,0.0,2011-03-18,Ir,544,Ir,36.93185442,-7.17890487,Kitambi,0,Wami / Ruvu,Muhenda C,Morogoro,5,1,Kilosa,Ulaya,150,True,GeoData Consultants Ltd,VWC,,True,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
50027,50823,0.0,2011-03-18,Water,0,Gove,35.62913216,-5.83001836,Yona M,0,Internal,Mhanga,Dodoma,1,6,Bahi,Msisi,0,True,GeoData Consultants Ltd,VWC,Msis,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
39308,65254,0.0,2011-03-18,Government Of Tanzania,1191,DWE,38.42391995,-4.6320282,Government Office,0,Pangani,Usagara,Tanga,4,1,Lushoto,Mlola,1,True,GeoData Consultants Ltd,VWC,Muyombo forest,True,1974,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
17897,4238,0.0,2011-03-18,Unicef,1306,DWE,34.79712048,-8.68661479,Kwa Zabroni Mabiki,0,Rufiji,Mawe Saba,Iringa,11,4,Njombe,Saja,35,True,GeoData Consultants Ltd,VWC,Wanging'ombe gravity Scheme,False,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
36699,73522,0.0,2011-03-18,Government Of Tanzania,0,Gove,35.61295497,-5.77465855,Kisima,0,Internal,Tinai,Dodoma,1,6,Bahi,Msisi,0,True,GeoData Consultants Ltd,VWC,Tina,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
28868,45057,0.0,2011-03-18,Ki,523,Ki,36.93133383,-7.12090869,Pangisa,0,Wami / Ruvu,Camp,Morogoro,5,1,Kilosa,Ulaya,150,True,GeoData Consultants Ltd,VWC,,True,2005,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
57364,73275,0.0,2011-03-18,Government Of Tanzania,0,Gover,36.78205622,-6.04617827,Shuleni,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Pandambili,0,True,GeoData Consultants Ltd,VWC,Lenj,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
57360,24874,0.0,2011-03-18,Water,0,Gover,36.38888327,-6.61565594,Ilolo,0,Wami / Ruvu,Ilolo,Dodoma,1,1,Mpwapwa,Kibakwe,0,True,GeoData Consultants Ltd,VWC,King,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
17868,67292,300.0,2011-03-18,St,750,St,36.75183699,-7.28579388,Kwa Mponzi,0,Rufiji,Miembeni,Morogoro,5,1,Kilosa,Kisanga,150,True,GeoData Consultants Ltd,VWC,Ki,True,1990,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
48673,66069,0.0,2011-03-18,District Council,1922,DWE,34.75084504,-9.68643946,none,0,Lake Nyasa,Mpocho,Iringa,11,5,Ludewa,Madilu,1,True,GeoData Consultants Ltd,VWC,Distri,False,2005,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
42652,399,0.0,2011-03-18,Government Of Tanzania,0,GOVER,36.10665931,-5.47272802,Mwenyekiti,0,Wami / Ruvu,Karume,Dodoma,1,4,Chamwino,Segala,0,True,GeoData Consultants Ltd,VWC,Zaji,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
10558,59564,0.0,2011-03-18,World Bank,0,Ardhi water well,37.14431349,-5.96395849,Elikana,0,Wami / Ruvu,Ilangala,Tanga,4,7,Kilindi,Pangwi,1,True,GeoData Consultants Ltd,VWC,,False,2011,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other,non functional
36562,50165,0.0,2011-03-18,Water,0,Gove,35.62232321,-5.83121791,Tankin,0,Internal,Chambu,Dodoma,1,6,Bahi,Msisi,0,True,GeoData Consultants Ltd,VWC,Msis,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
44887,67981,500.0,2011-03-18,Dhv,252,RWE,36.6656679,-8.14441401,Kwamagoha,0,Rufiji,Magoha,Morogoro,5,3,Kilombero,Lumemo,200,True,GeoData Consultants Ltd,,,True,1984,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
44848,8855,0.0,2011-03-18,Rc,2097,RC,34.57338462,-9.30159736,Luidiko Nziko,0,Rufiji,Igongwe,Iringa,11,4,Njombe,Igosi,50,True,GeoData Consultants Ltd,VWC,Samaria,True,2006,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
4246,42401,500.0,2011-03-18,Dhv/gove,256,GOVERNME,36.66563805,-8.13418597,Kwatikiti,0,Rufiji,Kwalihala,Morogoro,5,3,Kilombero,Lumemo,200,True,GeoData Consultants Ltd,,,True,2011,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
14486,13827,1200.0,2011-03-18,Danida,1725,DWE,35.01107103,-8.60517115,none,0,Rufiji,M,Iringa,11,2,Mufindi,Mbalamaziwa,0,True,GeoData Consultants Ltd,VWC,Nzi,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
4242,38971,50.0,2011-03-18,Kibaha Town Council,62,DAWASCO,38.79126575,-6.74432183,Evance Kamatula,0,Wami / Ruvu,Zegereni,Pwani,6,2,Kibaha,Visiga,1,True,GeoData Consultants Ltd,Water authority,,True,2009,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
4240,26108,2000.0,2011-03-18,World Bank,127,KTA C,37.85481798,-7.19964735,Kwa Mzelu,0,Wami / Ruvu,Ngagama,Morogoro,5,2,Morogoro Rural,Mvuha,250,True,GeoData Consultants Ltd,VWC,Mvuh,True,2008,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
412,5121,0.0,2011-03-18,Ir,530,Ir,36.93386583,-7.13289579,Kwa Konga,0,Wami / Ruvu,Miogoni,Morogoro,5,1,Kilosa,Ulaya,200,True,GeoData Consultants Ltd,VWC,,True,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
57726,17406,0.0,2011-03-18,Dct,0,Gove,35.92287766,-5.78747003,Yoeli,0,Wami / Ruvu,Karume,Dodoma,1,6,Bahi,Zanka,0,True,GeoData Consultants Ltd,VWC,Mkon,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
18224,65939,0.0,2011-03-18,Wd And Id,351,WD and ID,38.23767927,-5.90420061,Kwa Adam Mgoro,0,Wami / Ruvu,Kwamaroko,Tanga,4,6,Handeni,Mkata,100,True,GeoData Consultants Ltd,VWC,WD and ID,False,1970,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
48956,7031,300.0,2011-03-18,Dhv,255,RWE,36.70412694,-8.122023700000002,Kwandogoti,0,Rufiji,Katindiuka A,Morogoro,5,3,Kilombero,Ifakara,300,True,GeoData Consultants Ltd,,,True,1997,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
