,id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
6495,67112,0.0,2013-01-28,Norad,1892,Norad,31.60769952,-8.009665400000001,Kwa Sindani,0,Lake Tanganyika,Kilangala,Rukwa,15,4,Sumbawanga Urban,Milanzi,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa milan,True,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
22980,58158,0.0,2013-01-28,Fw,350,FW,39.00602063,-10.78612765,Nambunda,0,Ruvuma / Southern Coast,Ilala,Mtwara,90,33,Masasi,Nanjota,1,True,GeoData Consultants Ltd,VWC,,True,1981,other,other,other,vwc,user-group,unknown,unknown,salty,salty,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
24329,43853,0.0,2013-01-28,Government Of Tanzania,947,DWE,29.87550182,-4.81490299,Kwa Mikidadi,0,Lake Tanganyika,Murungu,Kigoma,16,2,Kigoma Rural,Mahembe,800,True,GeoData Consultants Ltd,Water authority,,False,2008,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,unknown,unknown,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
47297,62181,0.0,2013-01-28,Finw,185,FinW,39.80329186,-10.82021424,Chikongo,0,Ruvuma / Southern Coast,Chikongo,Mtwara,9,4,Tandahimba,Mihambwe,1,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
52330,60767,500.0,2013-01-28,Wateraid,1644,SEMA,34.9325134,-4.21923995,Kidarafa B,0,Internal,Kidarafa B,Singida,13,1,Iramba,Mwanga,214,True,GeoData Consultants Ltd,VWC,,True,1997,afridev,afridev,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
20030,10985,0.0,2013-01-28,Norad,1928,Norad,31.60071179,-8.0131435,Shule Ya Msingi Milanzi,0,Lake Tanganyika,Senga,Rukwa,15,4,Sumbawanga Urban,Milanzi,850,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa Milan,True,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
8275,50062,50.0,2013-01-28,District Council,420,District water department,39.00336972,-10.25016792,Mahiwa,0,Ruvuma / Southern Coast,Matopeni,Lindi,80,53,Ruangwa,Mnacho,158,,GeoData Consultants Ltd,,Ng'au,True,1974,gravity,gravity,gravity,unknown,unknown,pay per bucket,per bucket,unknown,unknown,unknown,unknown,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
16038,16413,50.0,2013-01-28,World Bank,294,Yakwetu Contractor,38.76904471,-10.12291247,Kitunze,0,Ruvuma / Southern Coast,Ligalau,Lindi,8,3,Nachingwea,Mkoka,1500,True,GeoData Consultants Ltd,VWC,,True,2012,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
15389,65078,0.0,2013-01-28,Fw,356,FW,38.96761823,-10.78158806,Manywele,0,Ruvuma / Southern Coast,Ofisini,Mtwara,90,33,Masasi,Nanjota,1,True,GeoData Consultants Ltd,VWC,,False,1975,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
25520,61492,0.0,2013-01-28,Fw,357,FW,38.96736373,-10.77986375,Manywele,0,Ruvuma / Southern Coast,Ofisini,Mtwara,90,33,Masasi,Nanjota,1,True,GeoData Consultants Ltd,VWC,,True,1975,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
3560,11597,600.0,2013-01-28,Kidep,824,DWE,29.74738262,-4.90030365,Shule Ya Msingi Kasuku,0,Lake Tanganyika,Kaskazini,Kigoma,16,3,Kigoma Rural,Simbo,1500,True,GeoData Consultants Ltd,Parastatal,Mkongoro Two,True,1992,other,other,other,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,non functional
3067,71383,600.0,2013-01-28,Isf,829,DWE,29.74801149,-4.90088683,Shule Ya Msingi Kasuku,0,Lake Tanganyika,Kusini,Kigoma,16,3,Kigoma Rural,Simbo,1500,True,GeoData Consultants Ltd,Parastatal,Mkongoro Two,True,2009,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
15417,22414,3000.0,2013-01-28,Norad,1033,NORAD,29.93518312,-4.80580927,Kwa Tiruhera,0,Lake Tanganyika,Mkatanga,Kigoma,16,2,Kigoma Rural,Mahembe,520,False,GeoData Consultants Ltd,Water authority,Kizingu,True,1984,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
21904,40372,0.0,2013-01-28,District Council,423,District water department,39.00268599,-10.25094166,Mtila,0,Ruvuma / Southern Coast,Matopeni,Lindi,80,53,Ruangwa,Mnacho,150,,GeoData Consultants Ltd,,Ng'au,True,1974,gravity,gravity,gravity,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
55335,21374,3000.0,2013-01-28,Government Of Tanzania,1036,DWE,29.93666829,-4.81467666,Kwa Mw Alifonce,0,Lake Tanganyika,Rubuga,Kigoma,16,2,Kigoma Rural,Mahembe,1,True,GeoData Consultants Ltd,Water authority,Kizingu,True,1976,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
7668,17253,0.0,2013-01-28,,1569,,34.83753049,-5.02614578,Laurent,0,Internal,Utaturu,Singida,13,2,Singida Rural,Munga'a,1,True,GeoData Consultants Ltd,VWC,,,2010,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
38191,46013,3000.0,2013-01-28,Government Of Tanzania,1039,DWE,29.93301788,-4.81017605,Kwa Method Biara,0,Lake Tanganyika,Kati,Kigoma,16,2,Kigoma Rural,Mahembe,260,True,GeoData Consultants Ltd,Water authority,Kizingu,True,1976,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
29195,53686,10.0,2013-01-28,Finidagermantanzania Govt,472,Finwater,39.40430070000001,-10.79935762,Kwa Mkanyange,0,Ruvuma / Southern Coast,Minjale,Mtwara,90,33,Newala,Makukwe,400,True,GeoData Consultants Ltd,VWC,MWS,False,1988,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,non functional
55835,39357,20.0,2013-01-28,Sabodo,148,Sabodo,39.470206,-9.83944964,Ofisini,0,Ruvuma / Southern Coast,Msikitini,Lindi,80,23,Lindi Rural,Nangaru,1,True,GeoData Consultants Ltd,VWC,Sabodo Borehole Scheme,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
39428,62912,0.0,2013-01-28,Gen,73,GEN,39.53197609,-9.82389849,Nangaru Secondary School,0,Ruvuma / Southern Coast,Mchinda,Lindi,80,23,Lindi Rural,Matimba,545,False,GeoData Consultants Ltd,VWC,GEN Borehole Scheme,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
47364,45629,0.0,2013-01-28,Dbfpe,306,DBFPE,38.62963956,-10.18625069,Shule Ya Msingi Mnero,0,Ruvuma / Southern Coast,Misheni,Lindi,8,3,Nachingwea,Mnero Ngongo,350,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
29341,67746,0.0,2013-01-28,Fini Water,346,FINI WATER,38.98910278,-10.28099615,Ngao,0,Ruvuma / Southern Coast,Miembe Saba,Lindi,80,53,Ruangwa,Mnacho,360,True,GeoData Consultants Ltd,VWC,,False,1980,other,other,other,vwc,user-group,never pay,never pay,salty,salty,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
46817,58221,0.0,2013-01-28,Ministry Of Water,899,Idara ya maji,35.20251626,-6.36837399,Kwa Ally,0,Internal,Azimio,Singida,13,3,Manyoni,Sanza,250,True,GeoData Consultants Ltd,VWC,Sanza water supply,False,1972,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
23171,23724,0.0,2013-01-28,Wsdp,1388,DWE,30.72407735,-3.62375736,Biturana Shuleni,0,Lake Tanganyika,Biturana Shuleni,Kigoma,16,1,Kibondo,Kibondo Urban,1500,True,GeoData Consultants Ltd,VWC,,True,2010,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
47330,59869,0.0,2013-01-28,Sumriy,1719,Sumry,30.30669268,-6.17958155,Shuleni,0,Lake Tanganyika,Namba 3,Rukwa,15,1,Mpanda,Mwese,250,True,GeoData Consultants Ltd,Parastatal,,True,2008,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,other,other,functional needs repair
42998,4337,20.0,2013-01-28,Sabodo,73,Sabodo,39.54501744,-9.81896062,Kwa Maunda,0,Ruvuma / Southern Coast,Kingoli,Lindi,80,23,Lindi Rural,Matimba,342,False,GeoData Consultants Ltd,VWC,Sabodo Borehole Scheme,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
11832,7219,0.0,2013-01-28,Kidep,1405,DWE,30.82123794,-3.05101851,Kwa Barnabasi Lukombe,0,Lake Tanganyika,Kaduha,Kigoma,16,1,Kibondo,Nyabibuye,230,True,GeoData Consultants Ltd,VWC,Rumashi gravity water supply,False,1993,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
16722,29237,600.0,2013-01-28,Isf,812,DWE,29.74172934,-4.89422101,Mshikamano,0,Lake Tanganyika,Miembeni,Kigoma,16,3,Kigoma Rural,Simbo,175,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
15482,56651,0.0,2013-01-28,Fw,369,FW,38.96949139,-10.76638555,Ali Joka,0,Ruvuma / Southern Coast,Shuleni,Mtwara,90,33,Masasi,Nanjota,1,True,GeoData Consultants Ltd,VWC,,True,1975,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
58018,69022,0.0,2013-01-28,Norad,1921,Norad,31.6012336,-8.00931175,Kwa Mama Kusula,0,Lake Tanganyika,Senga,Rukwa,15,4,Sumbawanga Urban,Milanzi,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa milan,True,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
54221,65116,20.0,2013-01-28,District Council,416,District water department,39.00618456,-10.24609416,Pauli,0,Ruvuma / Southern Coast,Mshoka,Lindi,80,53,Ruangwa,Mnacho,280,True,GeoData Consultants Ltd,VWC,Ng'au,True,1974,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
42454,12893,0.0,2013-01-28,Wateraid,1558,SEMA,34.88835737,-4.26898417,Bajuta,0,Internal,Mpaligogo,Singida,13,1,Iramba,Mwanga,365,True,GeoData Consultants Ltd,VWC,,True,1998,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
33937,58572,0.0,2013-01-28,Tasaf,124,TASAF,39.58459938,-9.82655707,Moka Primary School,0,Ruvuma / Southern Coast,Chemchem,Lindi,80,23,Lindi Rural,Matimba,300,False,GeoData Consultants Ltd,Parastatal,TASAF Water Supply,False,2012,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
39253,65186,0.0,2013-01-28,Fini Water,265,Fini Water,38.64615254,-10.12363505,Kisimani Kwa Mabumba,0,Ruvuma / Southern Coast,Mchangani,Lindi,8,3,Nachingwea,Kipara Mnero,190,True,GeoData Consultants Ltd,VWC,,False,1983,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
26962,50244,0.0,2013-01-28,Government Of Tanzania,1399,DWE,30.81852374,-3.04159462,Kwa Video,0,Lake Tanganyika,Kabingo,Kigoma,16,1,Kibondo,Nyabibuye,120,True,GeoData Consultants Ltd,VWC,Rumashi gravity water supply,False,2010,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
55800,60892,0.0,2013-01-28,Mdrdp,1738,MDRDP,35.54187228,-3.8571517,Magereza,0,Internal,Sanu-Baray,Manyara,21,3,Mbulu,Mbulu Urban,259,False,GeoData Consultants Ltd,Parastatal,,True,1993,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
32039,13953,10.0,2013-01-28,Finida German Tanzania Govt,484,Finwater,39.38611559,-10.80742787,Kwa Namwenje,0,Ruvuma / Southern Coast,Mwembe Mmoja,Mtwara,90,33,Newala,Makukwe,260,False,GeoData Consultants Ltd,VWC,MWS,False,1988,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
47245,33241,0.0,2013-01-28,Kidep,1405,DWE,30.82215884,-3.05579752,Kwa Lesi,0,Lake Tanganyika,Kalinzi,Kigoma,16,1,Kibondo,Nyabibuye,150,True,GeoData Consultants Ltd,VWC,Rumashi gravity water supply,False,1993,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
