,id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
2157,40661,0.0,2011-07-13,Hesawa,0,HESAWA,31.70875911,-2.35432822,Masurende,0,Lake Victoria,Bwongera,Kagera,18,8,Chato,Muganza,0,True,GeoData Consultants Ltd,WUA,,True,0,nira/tanira,nira/tanira,handpump,wua,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
11304,7358,0.0,2011-07-13,Drdp Ngo,0,Artisan,31.155207,-1.828558,Shuleni,0,Lake Victoria,Rubare,Kagera,18,1,Karagwe,Rugu,0,False,GeoData Consultants Ltd,,,True,0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
4393,36118,0.0,2011-07-13,Government Of Tanzania,0,RWE,30.85003307,-2.49565792,Timothy,0,Lake Victoria,Kasulo,Kagera,18,30,Ngara,Rusumo,0,True,GeoData Consultants Ltd,WUG,Kabaheshi pring source,False,0,other - rope pump,rope pump,rope pump,wug,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
18114,43838,0.0,2011-07-13,Ru,1552,DWE,31.03503173,-7.49062145,Kwa Msewe,0,Lake Tanganyika,Juhudi,Rukwa,15,3,Nkasi,Namanyere,1,,GeoData Consultants Ltd,VWC,,False,1990,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
44927,5618,0.0,2011-07-13,Kaemp,0,DWE,31.20591253,-2.89802761,Kwa Bangaya,0,Lake Tanganyika,Lusagamba,Kagera,18,4,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,Kaserebuka Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
24604,24363,0.0,2011-07-13,He,0,HE,31.61040468,-1.82584069,Mbugani,0,Lake Victoria,Kyasha,Kagera,18,3,Muleba,Ikondo,0,True,GeoData Consultants Ltd,VWC,I,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
22215,43691,0.0,2011-07-13,Benguka,0,BENGUKA,31.64239222,-1.15138395,Kituo No 1 Bukagile,0,Lake Victoria,Benaco,Kagera,18,30,Ngara,Rusumo,0,True,GeoData Consultants Ltd,WUG,Nyakabila spring source,False,0,gravity,gravity,gravity,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
43933,72045,25.0,2011-07-13,Ru,1539,DWE,31.04263964,-7.50420181,Open Space Ndanyole,0,Lake Tanganyika,Shuleni,Rukwa,15,3,Nkasi,Namanyere,1,True,GeoData Consultants Ltd,VWC,,False,1991,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
23662,24660,0.0,2011-07-13,He,0,HE,31.61343358,-1.8162163,Kwa Yazid S,0,Lake Victoria,Kyabagane,Kagera,18,3,Muleba,Ikondo,0,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
8812,65406,0.0,2011-07-13,Kaemp,0,DWE,31.20149692,-2.90257679,Stendi,0,Lake Tanganyika,Lusahunga Kati,Kagera,18,4,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,Kaserebuka Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
45537,59086,0.0,2011-07-13,World Vision,0,Artisan,31.14245334,-1.84189515,Tank La Shule,0,Lake Victoria,Omurubare,Kagera,18,1,Karagwe,Nyakasimbi,0,True,GeoData Consultants Ltd,,,True,0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
47234,27677,0.0,2011-07-13,Icap,0,ICAP,31.20046036,-2.90304549,Zahanati,0,Lake Tanganyika,Lusahunga Kati,Kagera,18,4,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,other,other,functional
58552,31751,0.0,2011-07-13,Concern World Wide,0,DWE,31.22101847,-3.03448592,Polisi,0,Lake Tanganyika,Nyakanazi Kati,Kagera,18,4,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,Kaguruka Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
55180,9753,0.0,2011-07-13,Ded,0,DED,31.65290998,-1.16139512,Kituo No 2 Delila,0,Lake Victoria,Benaco,Kagera,18,30,Ngara,Rusumo,0,True,GeoData Consultants Ltd,WUG,Nyakabila spring source,False,0,gravity,gravity,gravity,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
25987,58911,0.0,2011-07-13,National Rural,0,DWE,31.21533306,-3.03683554,Shuleni,0,Lake Tanganyika,Nyakanazi Kati,Kagera,18,4,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
51829,35739,0.0,2011-07-13,He,0,HE,31.6124675,-1.81995933,Staff House,0,Lake Victoria,Kaluyango,Kagera,18,3,Muleba,Ikondo,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
51648,51509,0.0,2011-07-13,,0,,33.84611124,-9.15887211,Kwa Costa,0,Lake Nyasa,Luangilo A,Mbeya,12,4,Rungwe,Isange,0,True,GeoData Consultants Ltd,VWC,M,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
3070,62005,0.0,2011-07-13,Government Of Tanzania,0,DWE,31.14324055,-1.82177069,Kwamabira,0,Lake Victoria,Kurua,Kagera,18,1,Karagwe,Nyakasimbi,0,True,GeoData Consultants Ltd,VWC,Bujara water supp,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
4578,57152,0.0,2011-07-13,Hewasa,0,VTECOS,31.47897822,-1.41374164,Ruhoko Center,0,Lake Victoria,Ruhoko 'A',Kagera,18,2,Bukoba Rural,Katoro,0,True,GeoData Consultants Ltd,VWC,KATORO PUMPING SCHEME,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
5537,29983,0.0,2011-07-13,Danida,0,Central government,33.92125902,-9.65931241,Kwa Msafiri Mwakyalava,0,Lake Nyasa,Mbande,Mbeya,12,3,Kyela,Ngonga,0,True,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
5655,9911,0.0,2011-07-13,Ru,1537,DWE,31.03042207,-7.48837336,Kwa Selemani,0,Lake Tanganyika,Juhudi,Rukwa,15,3,Nkasi,Namanyere,300,True,GeoData Consultants Ltd,VWC,,False,1990,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
44791,49526,0.0,2011-07-13,Ded,0,DED,31.69187844,-2.52523204,Kwa Mzee Kagumba,0,Lake Victoria,Kazunguti A,Kagera,18,8,Chato,Nyamirembe,0,True,GeoData Consultants Ltd,VWC,Kazunguti,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
55613,40531,0.0,2011-07-13,Government Of Tanzania,0,RWE,30.82377007,-2.5033753,Kwasosi,0,Lake Victoria,Kigando,Kagera,18,30,Ngara,Rusumo,0,True,GeoData Consultants Ltd,VWC,Kabaheshi spring source,False,0,other - rope pump,rope pump,rope pump,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
54335,5259,0.0,2011-07-13,,0,,33.82977656,-9.15906646,Kwa Mzee Mwakiange,0,Lake Nyasa,Matamba Chini,Mbeya,12,4,Rungwe,Isange,0,True,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non functional
4838,62799,0.0,2011-07-13,Ded,0,DWE,30.82093625,-2.51416649,Kigando Mobile Clinic,0,Lake Victoria,Kigando,Kagera,18,30,Ngara,Rusumo,0,True,GeoData Consultants Ltd,WUG,Nyamabale spring source,False,0,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
34685,3460,0.0,2011-07-13,He,0,HE,31.610335600000006,-1.82069192,Mihimbilo,0,Lake Victoria,Kyabagaani,Kagera,18,3,Muleba,Ikondo,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,non functional
24310,19624,0.0,2011-07-13,Concern World Wide,0,DWE,31.21822175,-3.03361443,Kwa Rugoigoi,0,Lake Tanganyika,Nyakanazi Kati,Kagera,18,4,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,Kaguruka Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
14792,34131,0.0,2011-07-13,Village Community,0,Village Community,31.63569374,-2.55351933,Nyahwoba,0,Lake Victoria,Ilyamuchele,Kagera,18,8,Chato,Nyamirembe,0,True,GeoData Consultants Ltd,WUA,,True,0,other,other,other,wua,user-group,pay monthly,monthly,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
707,24052,0.0,2011-07-13,Government Of Tanzania,0,DWE,31.50434571,-1.38578104,Kwa Mfuka,0,Lake Victoria,Kakinga,Kagera,18,2,Bukoba Rural,Katoro,0,True,GeoData Consultants Ltd,VWC,KATORO PUMPING SCHEME,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
13430,48126,0.0,2011-07-13,Ru,1562,RUDE,31.04045825,-7.48805242,Ikulu,0,Lake Tanganyika,Juhudi,Rukwa,15,3,Nkasi,Namanyere,50,True,GeoData Consultants Ltd,VWC,,False,1993,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
35212,25803,0.0,2011-07-13,Hesawa,0,DWE,31.47537806,-1.42508281,Kwa Dauda,0,Lake Victoria,Nyabihanga,Kagera,18,2,Bukoba Rural,Katoro,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
28681,24595,0.0,2011-07-13,Concern World Wide,0,DWE,31.21515738,-3.03637298,Shuleni,0,Lake Tanganyika,Nyakanazi,Kagera,18,4,Biharamulo,Lusahunga,0,True,GeoData Consultants Ltd,VWC,Kaguruka Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
57131,58549,25.0,2011-07-13,Co,1533,DWE,31.04454935,-7.49639603,Kwa Lowasa,0,Lake Tanganyika,Majengo,Rukwa,15,3,Nkasi,Namanyere,250,True,GeoData Consultants Ltd,VWC,,False,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
22621,14242,0.0,2011-07-13,Government Of Tanzania,0,Artisan,31.12803724,-1.83859958,Zahanati 2,0,Lake Victoria,Kilibata,Kagera,18,1,Karagwe,Nyakasimbi,0,True,GeoData Consultants Ltd,,,True,0,gravity,gravity,gravity,other,other,never pay,never pay,unknown,unknown,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
