,id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
11441,43287,0.0,2013-02-25,Danida,777,DWE,36.11965170000001,-10.88888303,Kwa Madebe,0,Ruvuma / Southern Coast,Namanima,Ruvuma,10,5,Namtumbo,Ligera,300,True,GeoData Consultants Ltd,VWC,Njomlole water gravity scheme,True,1986,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
17410,12329,12000.0,2013-02-25,Japan,1015,DWE,35.33599084,-9.88513188,Kwa Dominitira,0,Lake Nyasa,Ifugwa,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
37067,57864,12000.0,2013-02-25,Japan,1017,DWE,35.34545389999999,-9.89006135,Kwa Ester,0,Lake Nyasa,Madibila,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
37861,57172,0.0,2013-02-25,Government Of Tanzania,1101,DWE,37.41987877,-3.32993898,Shule Ya Sekondari Komakia,0,Pangani,Kiwalaa,Kilimanjaro,3,4,Moshi Rural,Kimochi,50,True,GeoData Consultants Ltd,VWC,Komaka mandaka,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
28666,191,50.0,2013-02-25,,1183,,34.20955298,-4.76483583,Kayanda,0,Internal,Mpugizi B,Singida,13,2,Singida Rural,Mwaru,1,True,GeoData Consultants Ltd,VWC,M,,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
24284,48851,0.0,2013-02-25,Gtz,1634,GTZ,37.55615685,-2.98297809,Kwa Ndetembea,0,Internal,Mokombero,Kilimanjaro,3,1,Rombo,Tarekea Motamburu,1,True,GeoData Consultants Ltd,Company,Kikelelwa water supply,True,2000,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
37924,56231,0.0,2013-02-25,World Bank,751,MKON CONSTRUCTION,36.21075693,-11.12054924,Kwa Hashimu Chakumba,0,Ruvuma / Southern Coast,Nambeule,Ruvuma,10,5,Namtumbo,Lusewa,400,,GeoData Consultants Ltd,,,True,2011,other,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other,non functional
30241,51508,12000.0,2013-02-25,Unicef,1035,DWE,35.35029061,-9.89259059,Kwa Grace,0,Lake Nyasa,Lituta,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,1974,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
37017,1839,200.0,2013-02-25,Tasaf,668,CJEJOW CONSTRUCTION,36.22937892,-11.2842168,Kwa Daudi Mzee,0,Ruvuma / Southern Coast,Mienjele,Ruvuma,10,5,Namtumbo,Lusewa,360,True,GeoData Consultants Ltd,WUG,,False,2007,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
12273,22170,25.0,2013-02-25,Lottery Club,680,World vision,37.45732662,-3.81732292,Umoja,0,Pangani,Shuleni,Manyara,21,4,Simanjiro,Ngorika,250,True,GeoData Consultants Ltd,VWC,Nyumba ya mungu pipe scheme,True,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,functional
30242,17735,500.0,2013-02-25,Cdcg,675,DWE,36.16650436,-11.32813002,Zahanati,0,Ruvuma / Southern Coast,Shuleni,Ruvuma,10,5,Namtumbo,Lusewa,300,True,GeoData Consultants Ltd,WUG,,False,2001,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
53213,28719,0.0,2013-02-25,Hesawa,1369,HESAWA,34.61893488,-1.68155676,Makorere Mwita,0,Lake Victoria,Gesarya,Mara,20,2,Serengeti,Rung'bure,700,,GeoData Consultants Ltd,Other,,True,1995,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
46257,68403,0.0,2013-02-25,Gtz,1636,GTZ,37.56319294,-2.99622509,Kwa Casmiri,0,Internal,Mbomai Chini,Kilimanjaro,3,1,Rombo,Tarekea Motamburu,1,True,GeoData Consultants Ltd,Company,Kikelelwa water supply,True,2000,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
35921,36367,12000.0,2013-02-25,Japan,1021,DWE,35.35615311,-9.8931552,Kwa Yohana,0,Lake Nyasa,Njegea,Ruvuma,10,2,Songea Rural,Mahanje,1250,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
40306,17246,0.0,2013-02-25,Government Of Tanzania,1207,DWE,37.42185673,-3.32059512,Kwa Tenga,0,Pangani,Kiwalaa,Kilimanjaro,3,4,Moshi Rural,Kimochi,65,True,GeoData Consultants Ltd,VWC,Komaka mandaka,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
6309,12341,450.0,2013-02-25,Germany Republi,1691,CES,37.20810227,-3.18066313,Kwa Samwel S Swai,0,Pangani,Maanga,Kilimanjaro,3,5,Hai,Machame Magharibi,70,True,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,True,1995,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
1855,27633,0.0,2013-02-25,Government Of Tanzania,1242,DWE,37.42206452,-3.3189971,Kwa Msechu,0,Pangani,Kitereni,Kilimanjaro,3,4,Moshi Rural,Kimochi,40,True,GeoData Consultants Ltd,VWC,Komaka mandaka,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
36283,10326,12000.0,2013-02-25,Japan,1026,DWE,35.35472203,-9.90643898,Kwa Mzee Tizo,0,Lake Nyasa,Barazani,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
5901,44311,12000.0,2013-02-25,Japan,1049,DWE,35.3607261,-9.91468369,Kwa Regnady,0,Lake Nyasa,Barazani,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
58352,27815,0.0,2013-02-25,,1033,,34.01043613,-5.00741485,Zahanati,0,Internal,Mgungira,Singida,13,2,Singida Rural,Mgungira,100,True,GeoData Consultants Ltd,VWC,,,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
1063,34823,500.0,2013-02-25,Tasaf,666,CJEJOW CONSTRUCTION,36.19342106,-11.30755506,Kwa Saidi Halifa,0,Ruvuma / Southern Coast,Mchomoro,Ruvuma,10,5,Namtumbo,Lusewa,300,True,GeoData Consultants Ltd,WUG,,False,2007,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
40154,23386,12000.0,2013-02-25,Unicef,1017,DWE,35.35356917,-9.88627253,Kwa Yacobo,0,Lake Nyasa,Makalaveti,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,1974,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
9068,65847,0.0,2013-02-25,World Bank,1288,water board,37.05622188,-5.39647305,Nakwene,0,Pangani,Nakwene,Manyara,21,5,Kiteto,Kijungu,1,True,GeoData Consultants Ltd,VWC,World banks,False,2006,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
53127,73669,0.0,2013-02-25,Government Of Tanzania,1575,DWE,35.5294177,-4.23951725,Garmo,0,Internal,Bermi A,Manyara,21,1,Babati,Dareda,250,True,GeoData Consultants Ltd,VWC,,True,2006,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
36919,58790,12000.0,2013-02-25,Japan,1038,DWE,35.32850471,-9.87717465,Kwa Pascalia,0,Lake Nyasa,Ifugwa,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
49713,17428,0.0,2013-02-25,Netherlands,0,DWE,34.00677132,-3.12101251,Umoja,0,Lake Victoria,Mwabeya,Shinyanga,17,2,Maswa,Ipililo,0,True,GeoData Consultants Ltd,WUG,,False,0,walimi,other handpump,handpump,wug,user-group,other,other,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
12836,50333,0.0,2013-02-25,World Vision,681,Kagulo,37.41576693,-3.76850277,Kwa Jeremia Lukuwi,0,Pangani,Ngorika A,Manyara,21,4,Simanjiro,Ngorika,300,True,GeoData Consultants Ltd,,,True,0,other,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other,non functional
9048,40111,1000.0,2013-02-25,Tasaf,698,CJEJOW CONSTRUCTION,36.2765807,-11.20803034,Kwa Lupinda Hussen,0,Ruvuma / Southern Coast,Ushirika,Ruvuma,10,5,Namtumbo,Lusewa,620,True,GeoData Consultants Ltd,WUG,,False,2007,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
38108,15263,0.0,2013-02-25,Hesawa,1449,HESAWA,34.61981709,-1.70651913,Gesarya Primary School,0,Lake Victoria,Kogekerege,Mara,20,2,Serengeti,Rung'bure,1,,GeoData Consultants Ltd,Other,,True,1995,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
43894,14909,12000.0,2013-02-25,Japan,1034,DWE,35.35717671,-9.88526746,Kwa Tito,0,Lake Nyasa,Kidodoma,Ruvuma,10,2,Songea Rural,Mahanje,0,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,True,2012,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
22903,60011,450.0,2013-02-25,Germany Republi,1521,CES,37.20026148,-3.20442683,Kwa Latyankira Kimaro,0,Pangani,Kilisho,Kilimanjaro,3,5,Hai,Machame Magharibi,100,True,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,True,1995,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
30289,48226,1500.0,2013-02-26,Danida,832,DWE,35.67203839,-10.20389466,Kwa Maurusi,0,Lake Nyasa,Stendi,Ruvuma,10,2,Songea Rural,Gumbiro,0,True,GeoData Consultants Ltd,VWC,,True,1993,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
43416,15652,20.0,2013-02-26,Muwsa,715,MUWSA,37.39508335,-3.45585109,Omega,0,Pangani,Kisiwani Street,Kilimanjaro,3,6,Moshi Rural,Arusha Chini,6,True,GeoData Consultants Ltd,Water authority,Shirimatunda water Supply,True,1998,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
42626,53703,2000.0,2013-02-26,Cdcg,771,DWE,36.08734341,-10.90615629,Msiikiti,0,Ruvuma / Southern Coast,Msikitini,Ruvuma,10,5,Namtumbo,Ligera,400,True,GeoData Consultants Ltd,WUG,,False,2012,swn 80,swn 80,handpump,wug,user-group,pay annually,annually,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
14347,46651,0.0,2013-02-26,Government Of Tanzania,1633,DWE,37.43888019,-3.28890818,Kwa Anaseli,0,Pangani,Maliaseli,Kilimanjaro,3,4,Moshi Rural,Kimochi,60,True,GeoData Consultants Ltd,VWC,Komaka mandaka,True,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
50767,72854,300.0,2013-02-26,Germany Republi,1549,CES,37.18553401,-3.1984908,Kwa Sir Sisha Mnisi,0,Pangani,Samanga,Kilimanjaro,3,5,Hai,Masama Mashariki,50,True,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,True,1995,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
32002,51092,0.0,2013-02-26,Ministry Of Water,774,DWE,36.09306327,-10.9235365,Kwa Ismail Komba,0,Ruvuma / Southern Coast,Madukani,Ruvuma,10,5,Namtumbo,Ligera,450,True,GeoData Consultants Ltd,VWC,Njomlole water gravity scheme,True,1974,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
44483,12373,0.0,2013-02-26,Government Of Tanzania,1524,DWE,37.43424116,-3.29909052,Kwa Mchu Matemu,0,Pangani,Ndoroweni,Kilimanjaro,3,4,Moshi Rural,Kimochi,70,True,GeoData Consultants Ltd,VWC,Komaka mandaka,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
43339,7797,12000.0,2013-02-26,Kiliwater,1707,Kiliwater,37.56290486,-3.01121059,Dip Kibaoni B,0,Internal,Nanjara,Kilimanjaro,3,1,Rombo,Nanjara Reha,1,True,GeoData Consultants Ltd,Company,Kamdawi water supply,True,2009,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
59196,48076,300.0,2013-02-26,Germany Republi,1341,CES,37.20121767,-3.2257797000000004,Kwa Zaitun Swai,0,Pangani,Bwani,Kilimanjaro,3,5,Hai,Machame Uroki,75,True,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,True,1995,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
30219,50645,10.0,2013-02-26,Germany Republi,1453,CES,37.17852155,-3.21706814,Area Two Namba 11,0,Pangani,Tema,Kilimanjaro,3,5,Hai,Masama Mashariki,50,True,GeoData Consultants Ltd,Water Board,Losaa-Kia water supply,True,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
30909,50909,20.0,2013-02-26,Muwsa,735,MUWSA,37.39713315,-3.45335846,Sungura,0,Pangani,Kisiwani Street,Kilimanjaro,3,6,Moshi Rural,Arusha Chini,13,True,GeoData Consultants Ltd,Water authority,Shirimatunda water Supply,True,2008,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
13801,66617,500.0,2013-02-26,Cdcg,832,DWE,36.19207014,-10.85408515,Zahanati,0,Ruvuma / Southern Coast,Madukani,Ruvuma,10,5,Namtumbo,Ligera,250,True,GeoData Consultants Ltd,WUG,,False,2001,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
13720,23943,0.0,2013-02-26,World Bank,1346,Water board,37.22317807,-5.52564366,Primary School Supplying Water,0,Pangani,Chang'Ombe,Manyara,21,5,Kiteto,Lengatei,1,True,GeoData Consultants Ltd,VWC,World banks,True,2006,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
13869,1385,0.0,2013-02-26,Government Of Tanzania,1629,District council,37.58316276,-3.02025186,Kwa Living,0,Internal,Kotiko,Kilimanjaro,3,1,Rombo,Nanjara Reha,1,True,GeoData Consultants Ltd,Company,Kiroriko water supply,True,2009,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
15080,60486,0.0,2013-02-26,Water Board,1340,Water board,37.2057484,-5.55357916,Kwenye Dip,0,Wami / Ruvu,Zambia,Manyara,21,5,Kiteto,Lengatei,500,True,GeoData Consultants Ltd,VWC,Water board,True,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
14743,31500,0.0,2013-02-26,Gtz,1680,GTZ,37.57399559,-3.01646107,Dip Kncu Kibaoni,0,Internal,Nanjara,Kilimanjaro,3,1,Rombo,Nanjara Reha,1,True,GeoData Consultants Ltd,Company,Kiroriko water supply,True,2005,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
43312,52568,0.0,2013-02-26,Government Of Tanzania,1546,DWE,37.43163244,-3.29534944,Kwa Eliatosha Mteshu,0,Pangani,Mrahembe,Kilimanjaro,3,4,Moshi Rural,Kimochi,70,True,GeoData Consultants Ltd,VWC,Komaka mandaka,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
15162,73792,0.0,2013-02-26,Danida,499,DANIDA,37.4556401,-10.96715792,Kwa Kambutu,0,Ruvuma / Southern Coast,Mnazimmoja,Ruvuma,10,1,Tunduru,Ligoma,1,False,GeoData Consultants Ltd,VWC,Cheleweni Water Supply,False,1990,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non functional
14764,17556,0.0,2013-02-26,Lench,1340,LENCH,37.20624381,-5.5627213,Shuleni,0,Wami / Ruvu,Zambia,Manyara,21,5,Kiteto,Lengatei,600,True,GeoData Consultants Ltd,VWC,LENCH,True,1970,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,non functional
29851,8445,100.0,2013-02-26,,1620,,34.85121879,-4.58382815,Kijota Primary,0,Internal,Ujamaa,Singida,13,2,Singida Rural,Mtinko,523,True,GeoData Consultants Ltd,VWC,K,,2010,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
50559,35391,0.0,2013-02-26,Tasaf,1663,TASAF,35.47476648,-4.28454614,Kwa Kalamu,0,Internal,Maganjwa A,Manyara,21,1,Babati,Dabil,205,True,GeoData Consultants Ltd,VWC,,True,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
13772,20469,450.0,2013-02-26,Germany Republi,1290,CES,37.20367962,-3.23478025,Kwa Anga Mnisi,0,Pangani,Uroki,Kilimanjaro,3,5,Hai,Machame Uroki,90,True,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,True,1995,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
3740,67206,50.0,2013-02-26,Government Of Tanzania,1329,DWE,37.20529891,-4.46544153,Kwa Makatii,0,Pangani,Jitegemee,Manyara,21,4,Simanjiro,Orkesumet,200,True,GeoData Consultants Ltd,Water authority,Orkesumeti pipe scheme,True,2012,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
4253,21879,0.0,2013-02-26,Gtz,1806,GTZ,37.55608469,-3.02489556,Kwa Shabani,0,Internal,Nanjara,Kilimanjaro,3,1,Rombo,Nanjara Reha,1,True,GeoData Consultants Ltd,Company,Kiroriko water supply,True,2005,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
31447,25562,300.0,2013-02-26,Germany Republi,1454,CES,37.20042520000001,-3.21021519,Kwa Widmary Swai,0,Pangani,Urou,Kilimanjaro,3,5,Hai,Machame Uroki,25,True,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,True,1995,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
12453,14117,50.0,2013-02-26,Government Of Tanzania,1356,DWE,37.1969221,-4.45775428,Nmb Benki,0,Pangani,Bomani,Manyara,21,4,Simanjiro,Orkesumet,200,True,GeoData Consultants Ltd,Water authority,Orkesumeti pipe scheme,True,2012,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
2263,8802,10.0,2013-02-26,Wateraid,1589,ADRA,35.4241184,-4.33079696,Kwa Duqwan,0,Internal,Mandi Magharibi,Manyara,21,1,Babati,Dabil,203,True,GeoData Consultants Ltd,WUA,,True,2012,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
59303,71704,0.0,2013-02-26,Government Of Tanzania,1503,DWE,37.43104122,-3.29626802,Kwa Kitiwi,0,Pangani,Mrahembe,Kilimanjaro,3,4,Moshi Rural,Kimochi,130,True,GeoData Consultants Ltd,VWC,Komaka mandaka,True,2012,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
