,id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
8245,6376,500.0,2011-01-03,Tz Japan,1647,DWE,34.91507483,-8.96075594,Kwa Elia Danda,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
11563,52603,500.0,2011-01-03,Tz Japan,1675,DWE,34.91091637,-8.9636073,Kwa Wiliam Mwivimba,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,80,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
2238,27782,500.0,2011-01-03,Tz Japan,1636,DWE,34.91154867,-8.95504602,Kwa Benito Mlawa,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,80,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
31794,63220,500.0,2011-01-03,Tz Japan,1614,DWE,34.92063692,-8.95066369,Kwa Marekela Meriki,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
13875,31520,300.0,2011-01-03,Adb,1644,DWE,34.92488021,-8.98226702,Kwa Maclini Danda,0,Rufiji,Lunguye,Iringa,11,4,Njombe,Igongolo,80,True,GeoData Consultants Ltd,VWC,Kivitu gravity water scheme,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
14937,64532,500.0,2011-01-03,Government Of Tanzania,1671,DWE,34.91271751,-8.96978104,Kwa Michael Mvelo,0,Rufiji,Nyafifi,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
28473,66192,300.0,2011-01-03,Adb,1655,DWE,34.92191192,-8.98120245,Kwa Tupendane Nyika,0,Rufiji,Mpeme,Iringa,11,4,Njombe,Igongolo,100,True,GeoData Consultants Ltd,VWC,Kivitu gravity water scheme,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
25171,24628,500.0,2011-01-03,Tz Japan,1627,DWE,34.91299163,-8.95442644,Kwa Yusufu Lupenza,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
57585,31060,500.0,2011-01-03,Tz Japan,1656,DWE,34.91299457,-8.96475089,Kwa Simoni Mtimbuka,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
26079,55596,300.0,2011-01-03,Adb,1627,DWE,34.93068249,-8.98320717,Kwa Erasto Ndwenya,0,Rufiji,Lunguya,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Kivitu gravity water scheme,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
3007,12114,500.0,2011-01-03,Government Of Tanzania,1624,DWE,34.91662664,-8.95327612,Igongolo Primary School,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,250,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
4764,20605,0.0,2011-01-03,Tz Japan,1646,DWE,34.91165838,-8.95929683,Kwa Eda Msambwa,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,lgongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
2188,12404,500.0,2011-01-03,Tz Japan,1666,Villages,34.9152699,-8.97079951,Kwa Jorodan Kilowoko,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,80,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
36488,42934,500.0,2011-01-03,Tz Japan,1658,DWE,34.90933468,-8.96063619,Kwa Upendo Kilowoko,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
58999,49636,500.0,2011-01-03,Tz Japan,1612,DWE,34.9242194,-8.95031855,Kwa Naftari Kihombo,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
16874,452,500.0,2011-01-03,Tz Japan,1619,DWE,34.92102061,-8.9517297,Kwa Alamu Kihombo,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,80,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
12699,24336,0.0,2011-01-03,Kkkt,1658,villagers,34.90813606,-8.96315541,Igongolo Dispensary,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,,False,2006,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,non functional
24211,47852,500.0,2011-01-03,Tz Japan,1626,DWE,34.91573143,-8.95177795,Kwa Andasoni Mwapinga,0,Rufiji,Maguvani,Iringa,11,4,Njombe,Igongolo,80,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
55579,10334,500.0,2011-01-03,Tz Japan,1647,DWE,34.91324378,-8.96295639,Kkkt Church,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,80,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
1833,27616,500.0,2011-01-03,Government Of Tanzania,1670,DWE,34.90283126,-8.96381474,Kwa Heri Mfugare,0,Rufiji,Igongolo Magha,Iringa,11,4,Njombe,Igongolo,1,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,1973,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
20021,59955,300.0,2011-01-03,Adb,1639,DWE,34.9331889,-8.97982985,Kwa Leonad Mteles,0,Rufiji,Lunguya,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Kivitu gravity water scheme,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
28850,53573,0.0,2011-01-03,Tz Japan,1642,DWE,34.91439766,-8.95996198,Kwa Absalum Gadau,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
21360,64952,500.0,2011-01-03,Tz Japan,1660,DWE,34.90881849,-8.96501464,Kwa Danifod Kihombo,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
16230,32591,300.0,2011-01-03,Adb,1658,DWE,34.92123519,-8.97888017,Kivitu Village Office,0,Rufiji,Mpeme,Iringa,11,4,Njombe,Igongolo,120,True,GeoData Consultants Ltd,VWC,Kivitu gravity water scheme,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
6778,40906,500.0,2011-01-03,Tz Japan,1657,DWE,34.90661735,-8.96096524,Kwa Paulo Njogolo,0,Rufiji,Igongolo Magha,Iringa,11,4,Njombe,Igongolo,120,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
57159,51767,300.0,2011-01-03,Adb,1632,DWE,34.92823535,-8.980873800000003,Kwa Vintane Chongolo,0,Rufiji,Luguya,Iringa,11,4,Njombe,Igongolo,120,True,GeoData Consultants Ltd,VWC,Kivitu gravity water scheme,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
52676,5192,500.0,2011-01-03,Government Of Tanzania,1665,DWE,34.91353509,-8.96879108,Kwa Alexander Chongolo,0,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,False,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
41080,46815,300.0,2011-01-03,Adb,1658,DWE,34.93701094,-8.97994189,Kwa Agostino Mtelesi,0,Rufiji,Lunguya,Iringa,11,4,Njombe,Igongolo,40,True,GeoData Consultants Ltd,VWC,Kivitu gravity water scheme,False,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
16039,48291,0.0,2011-01-04,Unicef,1457,DWE,34.56343509,-8.94102261,Kwa Amosi Ugenge,0,Rufiji,Ilala,Iringa,11,4,Njombe,Luduga,250,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
2745,68547,500.0,2011-01-04,Unicef,1596,DWE,34.54486296,-9.00728997,Kwa Mwaluvanga,0,Rufiji,Mtewele,Iringa,11,4,Njombe,Luduga,75,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
49677,63180,0.0,2011-01-04,Unicef,1388,DWE,34.55903996,-8.89743233,Kwa Lukelongela,0,Rufiji,Iponda,Iringa,11,4,Njombe,Ilembula,60,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
43582,48965,0.0,2011-01-04,Unicef,1384,DWE,34.56141932,-8.90124882,Kwa Sayuni Kilembe,0,Rufiji,Mtewele,Iringa,11,4,Njombe,Ilembula,63,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
2198,59299,0.0,2011-01-04,Unicef,1491,DWE,34.57575632,-8.96211986,Kwa Njogela,0,Rufiji,Ludengele,Iringa,11,4,Njombe,Luduga,58,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
47265,2419,0.0,2011-01-04,Unicef,1391,DWE,34.58753339,-8.9054524,Msemwa,0,Rufiji,Lulunga,Iringa,11,4,Njombe,Ilembula,30,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
42082,5021,0.0,2011-01-04,Unicef,1490,DWE,34.5708898,-8.9511576,Ccm,0,Rufiji,Mfipile,Iringa,11,4,Njombe,Luduga,42,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
38428,49641,0.0,2011-01-04,Unicef,1412,DWE,34.57155096,-8.93032782,Kwa Rehema Kaduma,0,Rufiji,Mhand0,Iringa,11,4,Njombe,Luduga,85,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
20317,63345,500.0,2011-01-04,Unicef,1572,DWE,34.54708043,-8.99490445,Kwa Semojo,0,Rufiji,Mayomboni,Iringa,11,4,Njombe,Luduga,80,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
